Id,Name,Zone,Toldescribe,Description,Tel,Add,Zipcode,Region,Town,Travellinginfo,Opentime,Picture1,Picdescribe1,Picture2,Picdescribe2,Picture3,Picdescribe3,Map,Gov,Px,Py,Orgclass,Class1,Class2,Class3,Level,Website,Parkinginfo,Parkinginfo_Px,Parkinginfo_Py,Ticketinfo,Remarks,Keyword,Changetime
C1_397000000A_000602,天主教真福山社福園區,nan,佔地28甲的天主教真福山社福園區，主要規劃興建有社會服務活動中心、安養院、育幼院等，是臺灣第一位天主教樞機主教單國璽先生籌建，完工後將成為天主教在亞洲地區培育神職人員的重要基地。,佔地28甲的天主教真福山社福園區，主要規劃興建有社會服務活動中心、安養院、育幼院等，是台灣第一位天主教樞機主教單國璽先生籌建，完工後將成為天主教在亞洲地區培育神職人員的重要基地。,886-7-6772345,高雄市846杉林區杉林里合森巷160號,846.0,高雄市,杉林區,nan,07:00–17:00,https://khh.travel/image/636/640x480,真福山-1,nan,nan,nan,nan,nan,397000000A,120.56304,23.00495,nan,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2022/10/31 14:35:20
C1_397000000A_000603,劉家百年古厝,nan,湖內區的劉氏是大姓，當地還有一處劉家村，來到村內就會發現三棟古樸的百年紅磚老屋。目前這三棟古厝，一間為現任里長所居住，一間為前區長所擁有，另一間則無人居住。這裡的古厝都是由早期臺灣製的紅磚砌成，每戶面積約有百坪，民眾可在外拍照，感受古厝內沉澱百年的人文韻味。,湖內區的劉氏是大姓，當地還有一處劉家村，來到村內就會發現三棟古樸的百年紅磚老屋。目前這三棟古厝，一間為現任里長所居住，一間為前區長所擁有，另一間則無人居住。這裡的古厝都是由早期臺灣製的紅磚砌成，每戶面積約有百坪，民眾可在外拍照，感受古厝內沉澱百年的人文韻味。,886-7-6991423,高雄市829湖內區仁愛街206號,829.0,高雄市,湖內區,nan,全天候開放,https://khh.travel/image/1357/640x480,劉家百年古厝01,nan,nan,nan,nan,nan,397000000A,120.21821,22.89301,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023/11/29 17:36:16
C1_397000000A_000604,黃蝶翠谷,nan,黃蝶翠谷生態資源豐富，生長許多適合黃蝶繁殖的鐵刀木，因此吸引以鐵刀木為食物的的銀紋淡黃蝶幼蟲前來覓食，也造就了數以萬計黃蝶飛舞的奇妙景象，猶如萬點繁星，十分壯觀。 黃蝶翠谷所產蝴蝶有記錄者110種，其中銀紋淡黃蝶與無紋淡黃蝶，曾擁有產蝶密度世界第一的紀錄。當初為供應大高雄都會區的水需求而規劃興建美濃水庫，但因水庫區附近擁有熱帶試驗林及黃蝶翠谷，當地居民擔心珍貴自然生態及人文資產將毀於一旦，於是組成「美濃愛鄉協進會」，並結合在地生態保育團體組織力量展開一波波的陳情抗爭活動; 經過多年倡議，當初的反水庫運動已提昇至水資源保育運動，從1995 年開始，連續幾年在「美濃水庫預定地」雙溪黃蝶翠谷舉辦「美濃黃蝶祭」，以推展環境教育。,黃蝶翠谷生態資源豐富，造就了數以萬計黃蝶飛舞的奇妙景象，猶如萬點繁星，十分壯觀,886-7-6612031,高雄市843美濃區高109鄉道31號,843.0,高雄市,美濃區,nan,全天候開放,https://khh.travel/content/images/Attractions/1361/640x480_img_5260_6871.jpg,黄蝶翠谷1,nan,nan,nan,nan,nan,397000000A,120.57739,22.88405,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023/11/29 19:22:15
C1_397000000A_000605,紅毛港文化園區,nan,位於高雄港二港口入口處，總面積有3.42公頃，紅毛港聚落雖然因為遷村而走入歷史，但紅毛港人的生活和精神是園區裡永恆的記憶與傳承。紅毛港文化園區，是由高雄市政府文化局和紅毛港文化協會攜手合作，在園區內規劃「高字塔旋轉餐廳」、「觀海平台」、「展示館」、「戶外展示區」、「天空步道」、「碼頭與候船室」等六大區域。高字塔旋轉餐廳走進由「高字塔」改建而成的360度旋轉餐廳用餐，夕照與攘來熙往的貨輪在海浪上相互輝映。觀海平台觀海平台鄰接高雄港水域，是全台唯一最近距離觀賞壯闊「大船入港」的獨特景點，可以欣賞港內大型船舶進出港、貨櫃裝卸的作業流程等港口特殊景觀，也是園區內最受遊客喜愛的欣賞夕陽最佳地點。展示館館內，有豐富的影音互動裝置，主題為紅毛港聚落的生活點滴，以及祖先們流傳下來的文史素材。帶我們一起穿越時空，體會從古至今海洋生活的風貌。戶外展示區老房子永遠留著懷念的人情味！紅毛港遷村，僅留下紅毛港文化園區一隅。我們以意象策展取代原貌重現，利用老房子的原本構件，結合仿古建築手法，呈現仿如過去在紅毛港聚落生活時的虛擬實境。天空步道橫跨紅毛港文化園區的天空步道，前身是台電大林火力發電廠的運煤輸送帶。是遊客觀賞紅毛港美麗海景的絕佳地點。,來這裡，和我們一起穿梭400年時空，搜尋紅毛港聚落歷史古蹟的文化風貌；見證高雄開港發展百年歷程。,886-7-8711815,高雄市812小港區南星路2808號,812.0,高雄市,小港區,紅毛港文化園區接駁專車(捷運小港站(四號出口)⇔紅毛港文化園區)：紅毛港文化園區接駁專車，提供「1日券30元」服務。如有需要可於上車時洽駕駛長購買。本路線為配合紅毛港文化園區開園時間，得隨時修正或調整車輛班次時間。,平日：15:00–20:00(售票到19:00，週三公休)假日：10:00–21:00,https://khh.travel/content/images/Attractions/20651/640x480_attractions-image-42nnrkctm02uwsnou3zffq.jpg,紅毛港文化園區-夜景空拍,nan,nan,nan,nan,nan,397000000A,120.31776,22.5495,nan,12,nan,nan,nan,nan,nan,nan,nan,全票：NT$99優待票：NT$79(高雄市民、持學生證、20人以上團體)優惠票：NT$49(1歲以上位超過6歲之兒童、65歲以上長者、持志願服務榮譽卡、持高雄市低收入戶證明)免費票...,nan,nan,2023/12/26 18:16:46
C1_397000000A_000607,高雄都會公園,nan,搭乘捷運紅線就能輕鬆抵達高雄都會公園，這座公園面積廣達九十五公頃，園內綠樹扶疏，彷彿走進森林一般。園區範圍主要為台糖青埔農場，休閒設施包括兒童遊戲場、景觀親水池、散步步道、涼亭、籃球場、網球場等。不僅是楠梓當地居民喜歡前來運動的地方，假日也有許多戶外活動在此舉辦，總能吸引眾多遊客入園。,公園面積廣達九十五公頃，園內綠樹扶疏，彷彿走進森林一般,886-7-3656103,高雄市811楠梓區德民路24號,811.0,高雄市,楠梓區,捷運：搭乘高雄捷運紅線至R21都會公園站 → 於4號出口出車站往西北方人行道(於大停車場西側)續行約300公尺 → 過德民路左轉沿人行道西行約 200 公尺 → 右側即可見到高雄都會公園入口。火車：火車 → 楠梓火車站 → 出車站後右轉楠梓新路約20公尺 → 搭乘高雄市公車29號 （ 往左營方向 ） → 至都會公園（高雄市區監理所）站下車→ 高雄市區監理所對面即為高雄都會公園入...,全天候開放,https://khh.travel/image/653/640x480,高雄都會公園01,nan,nan,nan,nan,nan,397000000A,120.31042,22.73328,nan,15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023/06/21 15:21:39
C1_397000000A_000608,義大世界,nan,義大世界位在觀音山風景區旁的義大世界，佔地約90公頃，有全臺唯一希臘情境主題樂園「義大遊樂世界」、以「品牌直營」Outlet Mall「義大世界購物廣場」、旅宿品牌「義大皇家酒店」、「義大天悅飯店」，適合大人購物、小孩玩樂；近年舉辦跨年活動盛況空前，演出卡司、煙火秀都讓人大呼過癮。園區內集遊樂園、購物廣場、星級飯店於一身，形成一個超豐富的休閒渡假村，如果一天逛不夠，還能兩天一夜小旅行，希臘風格與歐式建築吸引不少網美前來取景，此外，還可搭乘南台灣最高的摩天輪，高空眺望大高雄美景義大遊樂世界義大遊樂世界是南臺灣規模最大的主題遊樂園區，為全臺唯一希臘情境之主題樂園，園內分為衛城、聖托里尼山城和特洛伊城堡3個主題區，遊樂設施數量目前位居全臺第一，還有年度國際大秀-奇幻之旅及精彩檔期日間遊行。各項刺激設施等你來挑戰！位於衛城戶外高達55公尺的「天旋地轉」、落差33公尺的「飛越愛情海」、全亞洲唯一U型滑板體驗高速俯衝快感的「極限挑戰」以及暗室騎乘的雲霄飛車「地心歷險」、等，保證讓你不尖叫也難！遊樂世界營業時間為：週一至週日 09：00~17：30午後票售票及進場時間 13：30每週六延長至20：00每周六星光票售票及進場時間 16：30更多資訊請上義大遊樂世界官方網站義大世界購物廣場地上5樓、地下7層的娛樂型大型購物商場，一踏進購物廣場可能就是好幾個小時，商場以「品牌直營」OUTLET MALL 為概念，購物商場內現代歐式風格建築，精心籌劃了長110公尺、寬10公尺，媲美澳門威尼斯人賭場的天幕廊道，讓您在購物的同時還能感受到古典歐洲的時尚氛圍。1樓戶外「123廣場」集結了多款異國美食、潮流商品，並有熱門打卡景點「魔法時光鐘」，讓市集瀰漫出熱情洋溢的歡樂氣氛。搭配義大世界購物廣場A區頂樓的「義大摩天輪」欣賞白天唯美，夜晚浪漫的大高雄美景，在夜裡更有128種燈光圖騰變幻，讓您沉浸於浩瀚星斗的奇幻中。義大世界購物廣場營業時間：週一至週五 11:00 ~ 22:00週六、日及例假日 10:00 ~ 22:00摩天輪營業時間：週一至週日14:00~22:00，最後售票時間為21:30，最後搭乘時間為21:45更多資訊請上義大世界購物廣場官方網站義大皇家酒店義大皇家酒店是一座多功能五星級觀光飯店，擁有650間客房，最受親子族群歡迎的，莫過於公主、海洋、賽車、考古、飛行、恐龍等6大主題套房，讓孩子走進房間就像進入故事情境裡，扮演夢想中的英雄與公主。2000多坪的休閒設施，包括戶外泳池、室內水療池、兒童俱樂部、健身房、三溫暖，五大特色餐廳為饕客獻上來自中、西、日、義等國際料理，而斥資上億打造的「夢之湖」，則是舉辦主題派對、特色婚禮的首選。精選房型請上義大皇家酒店官網查詢(照片由義大世界提供)義大天悅飯店義大天悅飯店外觀呈歐式風格，多達358間客房以家庭房居多，設有「童趣樂花園戶外遊戲區」及室內「歡樂小天地」，打造親子渡假首選飯店，飯店內異國風百匯餐廳，不定期舉辦美食活動，天悅咖啡廳提供下午茶輕食，讓遊客放慢腳步、享受愜意時光。更多房型請上義大天悅飯店官網查詢(照片由義大世界提供),全臺唯一結合主題樂園、數位影城、星級飯店、Outlet Mall等複合式娛樂購物中心，是大人購物、小孩玩樂的好去處。,886-7-6568080,高雄市840大樹區學城路一段12號,840.0,高雄市,大樹區,台鐵：岡山站、楠梓站、新左營站、鳳山站下車，出口轉搭義大客運前往義大遊樂世界。高鐵：高鐵左營站下車，二號出口至公車第五號月台轉搭義大客運前往義大遊樂世界。捷運：高鐵左營站下車，一號出口至公車第五號月台轉搭義大客運前往義大遊樂世界。義大客運：左營高鐵線 (8501)、佛光山線 (8501)、美術館線 (8502)、市政府線 (8503)、鳳山線 (8504)、五甲線 (8505)...,詳見官網或電話洽詢,https://khh.travel/content/images/Attractions/37619/640x480_attractions-image-bo74muza2ecyttum3vh9wg.jpg,義大世界U型雲霄飛車,nan,nan,nan,nan,nan,397000000A,120.40673,22.72984,nan,1,nan,nan,nan,nan,"憑當日入園票券即可免費停放義大世界購物廣場室內停車場。園區正對面提供1,000坪免費戶外停車場可供停放。",nan,nan,遊樂世界門票資訊全票：NT$899(19歲以上成人)青少年票：NT$799(13歲以上未滿19歲)學童票：NT$580(6歲以上未滿13歲，身高115公分以上未滿150...,*義大遊樂世界全年無休，故每日皆排定設施保養工作，因保養作業而致遊具停駛之處敬請見諒。*入園門票不含付費設施及租賃品，票券售出概不接受退票、票券延期，遺失恕不補發。*90公分以下兒...,nan,2023/06/28 17:03:14
C1_397000000A_000609,高屏溪斜張橋,nan,高屏溪斜張橋又稱南二高斜張橋，為福爾摩沙高速公路南部全線最美麗的一座橋梁，也是全臺首座複合式斜張橋。夜晚燈光投射下的斜張橋，就像一道結合力學與美學的人工彩虹，照亮夜空。,高屏溪斜張橋又稱南二高斜張橋，為福爾摩沙高速公路南部全線最美麗的一座橋梁，也是全台首座複合式斜張橋。夜晚燈光投射下的斜張橋，就像一道結合力學與美學的人工彩虹，照亮夜空。,886-7-6512003,高雄市840大樹區大樹區與屏東縣九如鄉交界處,840.0,高雄市,大樹區,nan,全天候開放,https://khh.travel/image/668/640x480,斜張橋,nan,nan,nan,nan,nan,397000000A,120.45015,22.7656,nan,18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2020/05/01 16:43:56
C1_397000000A_000611,嗡嗡大峽谷,nan,位於高雄市旗山溪(楠梓仙溪)上游-老人南溪支流，旗山溪(楠梓仙溪)是台灣第一條保育成功的河川。峽谷四周陡直的山壁，溪谷滿佈巨石及深潭、瀑布等峽谷地形，極為壯闊美麗，有如中橫燕子口的垂直峭壁景觀。除了沿途的奇山綠欉美景外，還有遠離塵囂自我對話，才是真正的樂趣所在。,位於高雄市旗山溪(楠梓仙溪)上游-老人南溪支流，旗山溪(楠梓仙溪)是台灣第一條保育成功的河川。峽谷四周陡直的山壁，溪谷滿佈巨石及深潭、瀑布等峽谷地形，極為壯闊美麗，有如中橫燕子口的垂直峭壁景觀。除了沿途的奇山綠欉美景外，還有遠離塵囂自我對話，才是真正的樂趣所在。,886-7-6701001,高雄市849那瑪夏區,849.0,高雄市,那瑪夏區,nan,全天候開放,https://khh.travel/content/images/Attractions/21518/640x480_attractions-image-_ick2hqh_eqdnln2cknlnw.jpg,大峽谷,nan,nan,nan,nan,nan,397000000A,120.67798,23.2092,nan,11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2020/08/11 11:39:44
C1_397000000A_000612,竹滬明寧靖王廟-華山殿,nan,寧靖王墓位於湖內鄉湖內村，為國家三級古蹟，其主要出入口採牌樓形式。寧靖王為明太祖九世孫遼王的後裔，永曆37年鄭克塽降清，寧靖王自縊，鄉人感其忠義，將他和元妃羅氏合葬於湖內村棚仔林中，並築偽墓一百多座，以混洧清軍的搜尋，民國26年才被發現，光復後再修墓立碑。明寧靖王墓園區內主軸坡道貫穿園區，將墓園一分為二，旁豎有「寧靜王墓」之碑石，介紹明寧靖王之生平，墓前左、右兩側各立石獅；右側庭園造景設有石砌水池，池上配置有八角涼亭；墓前廣場有兩棵百年榕樹，樹蔭如蓋，蔚為奇觀，墓地四周建為林園，有水池、涼亭，並遍植花木，使墓園顯得整潔幽靜。,寧靖王墓位於湖內鄉湖內村，為國家三級古蹟，其主要出入口採牌樓形式。寧靖王為明太祖九世孫遼王的後裔，永曆37年鄭克塽降清，寧靖王自縊，鄉人感其忠義，將他和元妃羅氏合葬於湖內村棚仔林中，並築偽墓一百多座，以混洧清軍的搜尋，民國26年才被發現，光復後再修墓立碑。明寧靖王墓園區內主軸坡道貫穿園區，將墓園一分為二，旁豎有「寧靜王墓」之碑石，介紹明寧靖王之生平，墓前左、右兩側各立石獅；右側庭園造景設有石砌水池，池上配置有八角涼亭；墓前廣場有兩棵百年榕樹，樹蔭如蓋，蔚為奇觀，墓地四周建為林園，有水池、涼亭，並遍植花木，使墓園顯得整潔幽靜。,886-7-6982834,高雄市821路竹區竹滬里華山路7號,821.0,高雄市,路竹區,nan,全天候開放,https://khh.travel/image/1378/640x480,竹滬明寧靖王廟-華山殿01,nan,nan,nan,nan,nan,397000000A,120.2289,22.86342,nan,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2020/05/01 16:43:56
C1_397000000A_000614,旗山車站-糖鐵故事館,nan,旗山火車站建於西元1913年(日大正2年)~1915年(日大正4年)，火車站的建築風格，有人稱為擬洋風建築，這樣的建築形式是日本建築留學生帶來臺灣的建築形式，融合了和式、維多利亞式及哥德式風格，造型十分典雅可愛，整棟建築呈現出一種輕鬆活潑的節奏感。淡藍色的外觀十分迷人，遊客不僅爭相與車站合照，更是旗山當地最知名的地標。火車站於西元1978年(民國67年)全面停駛，經修復後成為旗山著名觀光景點，現提供觀光諮詢、香蕉文創商品及單車租借等服務。,旗山火車站建於西元1913年~1915年，淡藍色的外觀十分迷人，遊客不僅爭相與車站合照，更是旗山當地最知名的地標。,886-7-6621228,高雄市842旗山區中山路1號,842.0,高雄市,旗山區,客運：自客運站「台鐵高雄站」搭乘高雄客運，於旗山轉運站下車後步行約5分鐘即可抵達。旗美快捷：自高鐵站搭乘旗美國道快捷至旗山下車，步行約10分鐘即可抵達。,平日：10:00–18:00(週二公休)假日：10:00–19:00,https://khh.travel/content/images/Attractions/20075/640x480_attractions-image-nfuw3hgy1ucfyfc8ijrylq.jpg,旗山火車站-小火車夜拍,nan,nan,nan,nan,nan,397000000A,120.48197,22.88462,nan,1,nan,nan,nan,nan,nan,nan,nan,優待票：一般民眾NT$30元(可全額折抵館內商品) 免費票：1. 未滿一歲之兒童。2. 持有身心障礙證明之身心障礙者及其必要陪伴者一名。3. 設籍旗山區區民。4. 持有中央主管機關...,nan,nan,2023/11/30 12:04:46
C1_397000000A_000615,旗津貝殼館,nan,旗津貝殼館位於高雄市旗津區旗津三路887號2樓，為國內規模最大的公立貝殼展示館，展示約有2000多種貝類的標本，館藏由黃葛亮先生及沈淑惠小姐提供。鎮館之寶是巨大的「二枚貝」，其他珍奇貝類如鸚鵡螺、黑星寶螺、龍宮貝等，也是美不勝收的珍藏。,旗津貝殼展示館收藏規模堪稱國內首屈一指，展示約有2000多種貝類和約200種蟹類的標本，5大天王貝殼全到齊。,886-7-5718920,高雄市805旗津區旗津三路887號2F,805.0,高雄市,旗津區,nan,09:00–17:00(週一公休，連假期間開放),https://khh.travel/content/images/Attractions/20416/640x480_attractions-image-wajrcf9sye-255ygid9jqq.jpg,旗津貝殼館外觀,nan,nan,nan,nan,nan,397000000A,120.27425,22.60115,nan,1,nan,nan,nan,nan,休旅車及小型車可停50部。,nan,nan,全票：NT$30半票：NT$15(6歲以上未滿12歲兒童/在學學生/持高屏澎好玩卡者)團體票：票價八折(20人以上之團體)活動票：票價五折(本市國民中、小學舉辦教學活動),nan,nan,2024/05/20 10:21:11
C1_397000000A_000616,旗津風車公園,nan,旗津風車公園它銜接旗津漁港的觀光步道，扮演過港隧道進入旗津門面的第一個海岸印象景點，旗津擁有豐沛的風力資源，七座造型獨特的三葉式風車面對遼闊的海面不停轉動，園區內有觀海看台及表演廣場，造型獨特又可愛的海洋生物拼貼創作，既生動又有趣，堪稱旗津最療癒的景點。若騎單車到此，約為旗津地區的中段處，剛好可稍作休息。從風車下方就能看到海面上襲來一波波巨浪，打在岸邊激起滔天浪花，十分壯觀。,七座造型獨特的三葉式風車面對遼闊的海面不停轉動，園區內有觀海看台及表演廣場，造型獨特又可愛的海洋生物拼貼創作，既生動又有趣，堪稱旗津最療癒的景點,886-7-5712500,高雄市805旗津區旗津二路,805.0,高雄市,旗津區,公車：可搭31、50、99、248、高鐵鼓渡專車，到鼓山輪渡站，搭渡輪到旗津，接著搭35公車到風車公園站下車搭35(前鎮公車站)，到風車公園站下車捷運：搭橘線到西子灣站下，從1號出口出站，步行10分鐘到鼓山輪渡站搭渡輪到旗津。紅線坐到凱旋站下，接著坐35公車,全天候開放,https://khh.travel/content/images/Attractions/20070/640x480_attractions-image-hb2ia9awbey0rv_emujebg.jpg,旗津風車公園,nan,nan,nan,nan,nan,397000000A,120.28415,22.58829,nan,11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2022/04/21 16:00:56
C1_397000000A_000617,鳥松濕地,nan,鳥松濕地位於臺灣高雄市鳥松區，佔地約3公頃，是臺灣第一座以人工濕地為主題的教育公園，以自然生態教學為主，觀光遊憩為輔的公園。紀錄了89種鳥類、270種以上昆蟲、300種以上植物，擁有豐富多元的生態資源；該區又緊鄰廣闊的澄清湖，是自來水公司沉砂池前身的一部分，是處絕佳的戶外生態教學場所，每到周末假日都有生態解說活動，沿著木棧道，可以觀察到綠頭鴨、紅冠水雞、小白鷺等在濕地水域間悠遊。,台灣第一座以人工濕地為主題的教育公園，以自然生態教學為主，觀光遊憩為輔的公園,886-7-2152525,高雄市833鳥松區大埤路32號(澄清湖正門口左前方),833.0,高雄市,鳥松區,搭高雄客運139 從高雄火車站至正修科大，再步行約5分鐘。,全天候開放,https://khh.travel/content/images/Attractions/1885/640x480_01_6884.jpg,鳥松濕地01,nan,nan,nan,nan,nan,397000000A,120.34981,22.65286,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2022/06/13 13:55:30
C1_397000000A_000618,十鼓橋糖文創園區,nan,在2011年10月於高雄橋頭糖廠內(北區倉庫群)成立，是由十鼓擊樂團負責經營。園區採半開放式營運模式，公共空間開放民眾自由參觀，定目劇表演及鼓藝教學則需另外購票，其中十鼓擊樂團更是曾榮獲「美國葛萊美獎最佳傳統世界音樂專輯」、「美國獨立音樂最佳傳統世界音樂」等獎項，讓民眾在高雄即可享受世界級的表演。十鼓文創將百年歷史停產閒置的糖廠廠區空間再造，保留台糖歷史原貌，注入鼓樂藝術新生命，化腐朽為神奇，創造出臺灣糖業史與鼓樂藝術史的奇蹟。不同倉庫展示有不同的主題，並以日式造景的中庭作為連結。目前園區空間包括生態聽雨軒、體驗教室、十鼓煙囪劇場、十鼓蔬苑餐廳、文創商品館、鼓博物館等。,十鼓將百年歷史停產閒置的糖廠廠區空間再造，保留台糖歷史原貌，注入鼓樂藝術新生命，創造出台灣糖業史與鼓樂藝術史的奇蹟。,886-7-6119629,高雄市825橋頭區糖廠路24號,825.0,高雄市,橋頭區,飛機：搭飛機至高雄小港機場，轉搭乘高雄捷運R4高雄國際機場站至R23橋頭火車站1號出口出站，步行約5分鐘即可到達十鼓橋糖文創園區。火車：搭火車至橋頭火車站往捷運R23往橋頭火車站1號出口站出，步行約5分鐘即可到達十鼓橋糖文創園區。捷運：搭捷運紅線至R23橋頭火車站1號出口出，步行約5分鐘即可到達十鼓橋糖文創園區。高鐵：搭高鐵至新左營站，轉搭乘火車或捷運至橋頭火車站，從一號出口出...,09:30–17:00,https://khh.travel/content/images/Attractions/18395/640x480_attractions-image-1xhd8rgj0eeo48hxh36ktw.jpg,橋頭十鼓文創園區-煙囪,nan,nan,nan,nan,nan,397000000A,120.31308,22.75885,nan,1,14.0,nan,nan,nan,nan,nan,nan,全票：NT$350學生票：NT$330敬老票：NT$300高雄市民優待票：NT$300愛心票：NT$175(一位陪同者可半價)社會團體票：NT$300(20人以上)學生團體票：NT...,nan,nan,2023/11/28 17:53:18
C1_397000000A_000619,大坪頂熱帶植物園,nan,大坪頂熱帶植物園是全國第一座以保育、研究、教育及遊憩來建構的都會熱帶植物園，可說是當地之肺，提供豐富多元的植物與生態環境。以絕佳的地理位置及氣候條件，孕育出豐富的物種生態，基地環境中的台地、陡坡與懸崖可為生物提供多樣化的棲地，作為全球性關心議題之環境教育與生態旅遊園地，並供作為學術研究與自然保育資源，還榮獲「2010年國家卓越建設獎」優良環境文化類─金質獎，有綠明珠之稱。園區主要分為熱帶風情區、果樹區、莽原區、雨林區及濱海植物區、水生植物區、網室植物區和教育解說中心。另園區特別依照距離遠近，規劃四條適合不同體能狀況的散步路線，可從樂活之路慢慢挑戰到好漢之路。,大坪頂熱帶植物園是全國第一座以保育、研究、教育及遊憩來建構的都會熱帶植物園，可說是當地之肺，提供豐富多元的植物與生態環境。以絕佳的地理位置及氣候條件，孕育出豐富的物種生態，基地環境中的台地、陡坡與懸崖可為生物提供多樣化的棲地，作為全球性關心議題之環境教育與生態旅遊園地，並供作為學術研究與自然保育資源，還榮獲「2010年國家卓越建設獎」優良環境文化類─金質獎，有綠明珠之稱。園區主要分為熱帶風情區、果樹區、莽原區、雨林區及濱海植物區、水生植物區、網室植物區和教育解說中心。另園區特別依照距離遠近，規劃四條適合不同體能狀況的散步路線，可從樂活之路慢慢挑戰到好漢之路。,886-7-8913546,高雄市812小港區高坪十九街2號,812.0,高雄市,小港區,台鐵：搭乘台鐵至高雄火車站下車 → 轉搭高雄捷運 → 至小港站下車 → 轉搭62路市公車 → 至高坪二十三路站下車 → 步行即可達高雄市熱帶植物園,全天候開放,https://khh.travel/image/131/640x480,大坪頂熱帶植物園01,nan,nan,nan,nan,nan,397000000A,120.38938,22.55653,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2021/09/30 17:54:25
C1_397000000A_000620,鳳山溪綠園道,nan,鳳山溪是鳳山區唯一的河道，經過數年的整治後，已恢復生機。沿途有許多景點，如青年(博愛)夜市、大東公園、大東文化藝術中心、東便門、龍山寺、訓風砲台、仙公廟、台糖鳳山園藝休閒廣場、中正預校等，最後過媽祖港橋，到捷運前鎮高中站，全長約8公里，成為附近居民休閒活動的好去處，亦可藉此來趟歷史古蹟巡禮之旅。,鳳山溪是鳳山區唯一的河道，經過數年的整治後，已恢復生機。沿途有許多景點，如青年(博愛)夜市、大東公園、大東文化藝術中心、東便門、龍山寺、訓風砲台、仙公廟、台糖鳳山園藝休閒廣場、中正預校等，最後過媽祖港橋，到捷運前鎮高中站，全長約8公里，成為附近居民休閒活動的好去處，亦可藉此來趟歷史古蹟巡禮之旅。,886-7-7422111,高雄市830鳳山區鳳山溪旁的綠帶,830.0,高雄市,鳳山區,nan,全天候開放,https://khh.travel/image/1543/640x480,鳳山溪綠園道01,nan,nan,nan,nan,nan,397000000A,120.35957,22.61713,nan,15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2022/04/21 14:41:14
C1_397000000A_000621,澄瀾砲台,nan,鳳山縣新城原有城門六座、砲臺六座，現僅存一座城門(東便門)與三座砲臺(澄瀾、平成、訓風)，目前皆已指定為市定古蹟「鳳山縣城殘蹟」。澄瀾砲臺位於鳳山區立志街和復興街口(鳳山國小後方)，位屬縣城西南隅，為不規則八角形的砲臺，砲臺兩側翼牆還可以清楚看到數個供長槍射擊的「銃孔」(內大外小)，從砲台上往護城河望，視野遼闊。,鳳山縣新城原有城門六座、砲臺六座，現僅存一座城門(東便門)與三座砲臺(澄瀾、平成、訓風)，目前皆已指定為市定古蹟「鳳山縣城殘蹟」。澄瀾砲臺位於鳳山區立志街和復興街口(鳳山國小後方)，位屬縣城西南隅，為不規則八角形的砲臺，砲臺兩側翼牆還可以清楚看到數個供長槍射擊的「銃孔」(內大外小)，從砲台上往護城河望，視野遼闊。,886-7-7422111,高雄市830鳳山區復興街與立志街口,830.0,高雄市,鳳山區,nan,全天候開放,https://khh.travel/content/images/Attractions/20015/640x480_attractions-image-dwbhvq3ojemuobyholdjkw.jpg,澄瀾砲台,nan,nan,nan,nan,nan,397000000A,120.35472,22.62393,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2020/05/22 14:09:27
